election_year,pc_name,pc_no,type_category,state,winning_candidate,party,electors,votes,turnout,margin,margin_percent
1998,Nanded,30,GEN,Maharashtra,Patil Bhaskarrao Bapurao,Indian National Congress,"11,79,482","7,20,358",61.1 %,"47,287",6.6%
1998,Nandurbar,15,GEN,Maharashtra,Gavit Manikrao Hodlya,Indian National Congress,"10,72,592","5,83,260",54.4 %,"65,711",11.3%
1998,Nandyal,27,GEN,Andhra Pradesh,Bhuma Nagi Reddy,Telugu Desam,"11,02,794","7,12,047",64.6 %,"4,650",0.7%
1998,Narasapur,10,GEN,Andhra Pradesh,Kanumuru Bapi Raju,Indian National Congress,"10,12,477","7,35,245",72.6 %,"47,970",6.5%
1998,Narasaraopet,17,GEN,Andhra Pradesh,Konijeti Rosaiah,Indian National Congress,"12,55,993","7,58,061",60.4 %,"47,819",6.3%
1998,Nashik,12,ST,Maharashtra,Patil Madhav Balwant,Indian National Congress,"13,11,540","6,77,395",51.7 %,"1,02,392",15.1%
1998,Nawada,42,SC,Bihar [1947 - 1999],Malti Devi,Rashtriya Janata Dal,"11,72,729","8,77,588",74.8 %,"14,384",1.6%
1998,Nellore,19,SC,Andhra Pradesh,Panabaka Lakshmi,Indian National Congress,"11,66,301","7,52,917",64.6 %,"46,527",6.2%
1998,New Delhi,1,GEN,Delhi [1977 Onwards],Jagmohan,Bharatiya Janta Party,"5,17,319","2,59,721",50.2 %,"32,647",12.6%
1998,Nilgiris,18,GEN,Tamil Nadu,Mathan M. Alias Master Mathan M.,Bharatiya Janta Party,"12,94,110","7,18,202",55.5 %,"60,385",8.4%
1998,Nizamabad,34,GEN,Andhra Pradesh,Gangareddy Gaddam,Telugu Desam,"11,36,178","7,45,538",65.6 %,"32,756",4.4%
1998,Nowgong,10,GEN,Assam,Nripen Goswami,Indian National Congress,"11,13,124","6,61,448",59.4 %,"37,784",5.7%
1998,Nowrangpur,13,GEN,Orissa,Khagapati Pradhani,Indian National Congress,"10,49,764","5,86,689",55.9 %,"73,935",12.6%
1998,Ongole,18,GEN,Andhra Pradesh,Magunta Sreenivasulu Reddy,Indian National Congress,"11,79,290","7,45,553",63.2 %,"20,866",2.8%
1998,Osmanabad,36,GEN,Maharashtra,Arvind Tulshiram Kamble,Indian National Congress,"9,29,013","5,47,336",58.9 %,"47,018",8.6%
1998,Ottapalam,8,GEN,Kerala,S. Ajayakumar,Communist Party Of India (MARXIST),"10,52,499","7,21,960",68.6 %,"19,800",2.7%
1998,Outer Delhi,3,GEN,Delhi [1977 Onwards],Krishan Lal Sharma,Bharatiya Janta Party,"29,26,563","14,33,303",49.0 %,"98,350",6.9%
1998,Outer Manipur,2,ST,Manipur,Kim Gangte,Communist Party Of India,"6,89,709","3,19,829",46.4 %,"2,469",0.8%
1998,Padrauna,40,GEN,Uttar Pradesh [1947 - 1999],Ram Nagina Mishra,Bharatiya Janta Party,"11,88,664","6,79,662",57.2 %,"50,775",7.5%
1998,Palamau,54,SC,Bihar [1947 - 1999],Braj Mohan Ram,Bharatiya Janta Party,"10,79,582","6,03,591",55.9 %,"80,827",13.4%
1998,Palani,22,GEN,Tamil Nadu,Ganeshamurthi A.,Marumalarchi Dravida Munnetra Kazhagam,"11,17,611","6,26,656",56.1 %,"27,437",4.4%
1998,Palghat,7,GEN,Kerala,N.N. Krishnadas,Communist Party Of India (MARXIST),"10,76,444","7,45,183",69.2 %,"25,022",3.4%
1998,Pali,21,GEN,Rajasthan,Mitha Lal Jain,Indian National Congress,"10,30,601","5,69,948",55.3 %,"27,436",4.8%
1998,Panaji,1,GEN,Goa,Ravi Sitaram Naik,Indian National Congress,"3,95,407","2,44,155",61.8 %,417,0.2%
1998,Pandharpur,38,SC,Maharashtra,Thorat Sandipan Bhagwan,Indian National Congress,"10,93,414","5,87,626",53.7 %,"97,432",16.6%
1998,Panskura,29,SC,West Bengal,Geeta Mukherjee,Communist Party Of India,"9,66,739","8,31,273",86.0 %,"1,79,543",21.6%
1998,Parbhani,31,GEN,Maharashtra,Warpudkar Sureshrao Ambadasrao,Indian National Congress,"10,44,093","6,23,758",59.7 %,"45,493",7.3%
1998,Parvathipuram,2,ST,Andhra Pradesh,Vijaya Ramaraju Setrucharla,Telugu Desam,"9,11,746","6,04,975",66.4 %,"23,277",3.8%
1998,Patan,13,GEN,Gujarat,Kanodiya Maheshkumar Mithabhai,Bharatiya Janta Party,"9,76,716","6,58,110",67.4 %,"1,29,519",19.7%
1998,Patiala,8,SC,Punjab,Prem Singh Chandumajra,Shiromani Akali Dal,"13,13,159","8,16,611",62.2 %,"33,251",4.1%
1998,Patna,35,GEN,Bihar [1947 - 1999],C.P.Thakur,Bharatiya Janta Party,"14,64,430","6,54,670",44.7 %,"52,606",8.0%
1998,Peddapalli,36,SC,Andhra Pradesh,C. Suguna Kumari,Telugu Desam,"13,07,830","8,31,920",63.6 %,"6,174",0.7%
1998,Perambalur,28,GEN,Tamil Nadu,"Rajarethinam, P",All India Anna Dravida Munnetra Kazhagam,"10,25,125","6,61,791",64.6 %,"60,436",9.1%
1998,Periyakulam,25,GEN,Tamil Nadu,Muthiah .R,All India Anna Dravida Munnetra Kazhagam,"10,79,255","6,17,136",57.2 %,"70,580",11.4%
1998,Phillaur,5,SC,Punjab,Satnam Singh Kainth,Independent,"11,10,552","6,67,385",60.1 %,"68,053",10.2%
1998,Phulbani,15,GEN,Orissa,Padmanava Behera,Biju Janata Dal,"10,94,059","6,15,132",56.2 %,"91,072",14.8%
1998,Phulpur,55,GEN,Uttar Pradesh [1947 - 1999],Jang Bahadur Singh Patel,Samajwadi Party,"11,85,454","6,82,970",57.6 %,"14,520",2.1%
1998,Pilibhit,13,GEN,Uttar Pradesh [1947 - 1999],Maneka Gandhi,Independent,"11,29,987","7,04,856",62.4 %,"2,11,876",30.1%
1998,Pollachi,21,GEN,Tamil Nadu,Thiyagarajan M.,All India Anna Dravida Munnetra Kazhagam,"10,26,056","5,78,887",56.4 %,"95,401",16.5%
1998,Pondicherry,1,GEN,Pondicherry,S. Arumugham,Dravida Munetra Kazhagam,"6,65,486","4,17,786",62.8 %,"36,774",8.8%
1998,Ponnani,6,GEN,Kerala,G.M. Banatwalla,Muslim League Kerala State Committee,"11,05,709","6,92,506",62.6 %,"1,04,244",15.1%
1998,Porbandar,5,GEN,Gujarat,Javiya Gordhanbhai Jadavbhai,Bharatiya Janta Party,"8,81,831","5,05,670",57.3 %,"1,27,288",25.2%
1998,Pratapgarh,24,GEN,Uttar Pradesh [1947 - 1999],Ram Vilas Vedanti,Bharatiya Janta Party,"11,80,569","5,86,686",49.7 %,"68,460",11.7%
1998,Pudukkottai,32,GEN,Tamil Nadu,"Paramasivam, Raja",All India Anna Dravida Munnetra Kazhagam,"11,84,609","7,91,405",66.8 %,"30,520",3.9%
1998,Pune,42,SC,Maharashtra,Tupe Vitthal Baburao,Indian National Congress,"13,92,818","8,30,072",59.6 %,"93,218",11.2%
1998,Puri,8,SC,Orissa,Braja Kishore Tripathy,Biju Janata Dal,"11,40,488","7,04,808",61.8 %,"52,545",7.5%
1998,Purnea,24,GEN,Bihar [1947 - 1999],Jay Krishna Mandal,Bharatiya Janta Party,"10,85,968","7,11,660",65.5 %,"35,817",5.0%
1998,Purulia,34,GEN,West Bengal,Bir Singh Mahat0,All India Forward Bloc,"9,94,968","7,47,609",75.1 %,"1,57,137",21.0%
1998,Quilon,18,GEN,Kerala,N.K. Premachandran,Revolutionary Socialist Party,"10,61,740","7,65,190",72.1 %,"71,762",9.4%
1998,Rae Bareli,23,GEN,Uttar Pradesh [1947 - 1999],Ashok Singh,Bharatiya Janta Party,"11,70,919","6,68,083",57.1 %,"40,722",6.1%
1998,Raichur,3,GEN,Karnataka,A.Venkatesh Naik,Indian National Congress,"11,99,449","6,07,194",50.6 %,"78,278",12.9%
1998,Raiganj,5,GEN,West Bengal,Subrata Mukherjee,Communist Party Of India (MARXIST),"11,26,310","8,98,301",79.8 %,"6,281",0.7%
1998,Raigarh,13,ST,Madhya Pradesh [1947 - 1999],Ajit Jogi,Indian National Congress,"9,29,368","6,93,039",74.6 %,"4,382",0.6%
1998,Raipur,17,GEN,Madhya Pradesh [1947 - 1999],Ramesh Bais,Bharatiya Janta Party,"11,23,936","7,09,434",63.1 %,"83,379",11.8%
1998,Rajahmundry,8,GEN,Andhra Pradesh,Girajala Venkata Swamy Naidu,Bharatiya Janta Party,"11,21,041","7,90,514",70.5 %,"9,912",1.3%
1998,Rajampet,22,GEN,Andhra Pradesh,Annaiahgari Sai Pratap,Indian National Congress,"9,56,628","6,15,261",64.3 %,"47,896",7.8%
1998,Rajapur,1,ST,Maharashtra,Suresh Prabhu,Shiv Sena,"8,02,680","4,42,291",55.1 %,"65,042",14.7%
1998,Rajgarh,32,GEN,Madhya Pradesh [1947 - 1999],Laxman Singh,Indian National Congress,"10,57,319","7,17,177",67.8 %,"56,234",7.8%
1998,Rajkot,4,GEN,Gujarat,Dr.Kathiriya Vallabhbhai Ramjibhai,Bharatiya Janta Party,"13,61,996","7,30,784",53.7 %,"3,54,187",48.5%
1998,Rajmahal,26,ST,Bihar [1947 - 1999],Som Marandi,Bharatiya Janta Party,"9,50,723","5,95,560",62.6 %,9,0.0%
1998,Rajnandgaon,22,GEN,Madhya Pradesh [1947 - 1999],Motilal Vora,Indian National Congress,"9,68,222","6,19,439",64.0 %,"52,241",8.4%
1998,Ramanathapuram,34,GEN,Tamil Nadu,"Sathiamoorthy, V.",All India Anna Dravida Munnetra Kazhagam,"10,78,503","6,13,398",56.9 %,"24,092",3.9%
1998,Rampur,8,GEN,Uttar Pradesh [1947 - 1999],Mukhtar Abbas Naqvi,Bharatiya Janta Party,"13,13,581","8,18,984",62.4 %,"4,966",0.6%
1998,Ramtek,22,ST,Maharashtra,Rani Chitralekha T. Bhosale,Indian National Congress,"10,51,213","6,38,369",60.7 %,"67,038",10.5%
1998,Ranchi,49,GEN,Bihar [1947 - 1999],Ramtahal Choudhary,Bharatiya Janta Party,"11,31,596","6,96,139",61.5 %,"1,43,580",20.6%
1998,Rasipuram,15,GEN,Tamil Nadu,Saroja V.Dr.,All India Anna Dravida Munnetra Kazhagam,"11,08,272","6,06,630",54.7 %,"54,377",9.0%
1998,Ratnagiri,2,GEN,Maharashtra,Anant Gangaram Geete,Shiv Sena,"8,56,651","4,95,025",57.8 %,"31,234",6.3%
1998,Rewa,9,GEN,Madhya Pradesh [1947 - 1999],Chandramani Tripathi,Bharatiya Janta Party,"13,00,857","7,65,437",58.8 %,"68,973",9.0%
1998,Robertsganj,53,SC,Uttar Pradesh [1947 - 1999],Ram Shakal,Bharatiya Janta Party,"14,18,258","7,77,330",54.8 %,"26,743",3.4%
1998,Rohtak,5,GEN,Haryana,Bhupinder Singh,Indian National Congress,"9,39,007","6,67,639",71.1 %,383,0.1%
1998,Ropar,7,GEN,Punjab,Satwinder Kaur,Shiromani Akali Dal,"12,32,653","7,11,520",57.7 %,"85,504",12.0%
1998,Rosera,16,SC,Bihar [1947 - 1999],Pitambar Paswan,Rashtriya Janata Dal,"10,77,564","6,97,586",64.7 %,"43,281",6.2%
1998,Sabarkantha,15,GEN,Gujarat,Nishaben Amarsinhbhai Chaudhari,Indian National Congress,"10,94,687","7,29,320",66.6 %,"9,866",1.4%
1998,Sagar,5,SC,Madhya Pradesh [1947 - 1999],Virendra Kumar,Bharatiya Janta Party,"10,53,790","6,00,544",57.0 %,"1,48,404",24.7%
1998,Saharanpur,84,GEN,Uttar Pradesh [1947 - 1999],Nakli Singh,Bharatiya Janta Party,"12,37,571","8,35,676",67.5 %,"59,836",7.2%
1998,Saharsa,20,GEN,Bihar [1947 - 1999],Anuplal Yadav,Rashtriya Janata Dal,"11,41,534","7,38,969",64.7 %,"54,168",7.3%
1998,Saidpur,49,SC,Uttar Pradesh [1947 - 1999],Vijay,Bharatiya Janta Party,"12,95,938","7,05,565",54.4 %,825,0.1%
1998,Salem,16,GEN,Tamil Nadu,Ramamurthy K.,Independent,"11,78,177","6,79,778",57.7 %,"1,35,880",20.0%
1998,Salempur,42,GEN,Uttar Pradesh [1947 - 1999],Hari Kewal Prasad,Samata Party,"12,64,615","6,33,834",50.1 %,"39,021",6.2%
1998,Salumber,17,GEN,Rajasthan,Bheru Lal (MEENA),Indian National Congress,"10,82,942","6,20,767",57.3 %,"77,882",12.5%
1998,Samastipur,17,GEN,Bihar [1947 - 1999],Ajit Kumar Mehta,Rashtriya Janata Dal,"12,18,831","8,01,116",65.7 %,"37,654",4.7%
1998,Sambalpur,17,GEN,Orissa,Prasanna Acharya,Biju Janata Dal,"11,56,375","6,91,446",59.8 %,"24,768",3.6%
1998,Sambhal,9,GEN,Uttar Pradesh [1947 - 1999],Mulayam Singh Yadav,Samajwadi Party,"10,75,593","7,62,261",70.9 %,"1,66,682",21.9%
1998,Sangli,46,GEN,Maharashtra,Patil Madan Vishwanath,Indian National Congress,"10,22,342","6,19,434",60.6 %,"73,239",11.8%
1998,Sangrur,10,GEN,Punjab,Surjit Singh Barnala,Shiromani Akali Dal,"11,25,284","7,47,116",66.4 %,"82,165",11.0%
1998,Sarangarh,16,SC,Madhya Pradesh [1947 - 1999],Paras Ram Bharadwaj,Indian National Congress,"10,36,614","6,41,329",61.9 %,"6,387",1.0%
1998,Sasaram,38,SC,Bihar [1947 - 1999],Muni Lall,Bharatiya Janta Party,"11,44,160","6,82,985",59.7 %,"88,728",13.0%
1998,Satara,44,GEN,Maharashtra,Abhaysinh Shahumaharaj Bhosale,Indian National Congress,"9,65,772","6,05,525",62.7 %,"1,81,476",30.0%
1998,Satna,8,GEN,Madhya Pradesh [1947 - 1999],Ramanand Singh,Bharatiya Janta Party,"11,34,075","7,32,273",64.6 %,"44,485",6.1%
1998,Sawai Madhopur,11,ST,Rajasthan,Usha,Indian National Congress,"11,77,149","5,93,263",50.4 %,"62,334",10.5%
1998,Secunderabad,31,GEN,Andhra Pradesh,Bandaru Dattatreya,Bharatiya Janta Party,"16,93,970","9,06,699",53.5 %,"1,85,910",20.5%
1998,Seoni,26,GEN,Madhya Pradesh [1947 - 1999],Vimla Varma,Indian National Congress,"10,60,569","6,70,268",63.2 %,"23,721",3.5%
1998,Serampore,26,GEN,West Bengal,Akbor Ali Khandoker,West Bengal Trinamool Congress,"13,08,205","9,98,052",76.3 %,"44,611",4.5%
1998,Shahabad,16,GEN,Uttar Pradesh [1947 - 1999],Raghvendra Singh,Bharatiya Janta Party,"11,23,800","6,29,467",56.0 %,"20,612",3.3%
1998,Shahdol,11,ST,Madhya Pradesh [1947 - 1999],Gyan Singh,Bharatiya Janta Party,"11,50,990","7,00,051",60.8 %,"39,734",5.7%
1998,Shahjahanpur,14,GEN,Uttar Pradesh [1947 - 1999],Satyapal Singh Yadav,Bharatiya Janta Party,"11,16,692","6,29,796",56.4 %,"22,685",3.6%
1998,Shajapur,33,SC,Madhya Pradesh [1947 - 1999],Gehlot Thavarchand,Bharatiya Janta Party,"11,21,658","7,75,212",69.1 %,"18,994",2.5%
1998,Sheohar,12,GEN,Bihar [1947 - 1999],Anand Mohan,All India Rashtriya Janata Party,"10,77,623","7,17,601",66.6 %,"93,144",13.0%
1998,Shillong,1,ST,Meghalaya,Paty Ripple Kyndiah,Indian National Congress,"7,13,395","5,25,796",73.7 %,"6,012",1.1%
1998,Shimoga,21,GEN,Karnataka,Ayanoor Manjunath,Bharatiya Janta Party,"11,10,135","7,86,730",70.9 %,"1,59,907",20.3%
1998,Sholapur,37,GEN,Maharashtra,Shinde Sushilkumar Sambhajirao,Indian National Congress,"10,07,312","6,15,635",61.1 %,"1,04,372",17.0%
1998,Siddipet,32,SC,Andhra Pradesh,Malyala Rajaiah,Telugu Desam,"15,68,558","10,04,227",64.0 %,"11,025",1.1%
1998,Sidhi,10,ST,Madhya Pradesh [1947 - 1999],Jagannath Singh,Bharatiya Janta Party,"12,10,226","7,26,000",60.0 %,"46,532",6.4%
1998,Sikar,5,GEN,Rajasthan,Subhash Mahariya,Bharatiya Janta Party,"12,43,952","7,96,943",64.1 %,"41,322",5.2%
1998,Sikkim,1,GEN,Sikkim,Bhim Pd. Dahal,Sikkim Democratic Front,"2,36,494","1,58,787",67.1 %,"50,829",32.0%
1998,Silchar,2,GEN,Assam,Kabindra Purkayastha,Bharatiya Janta Party,"8,26,607","6,50,377",78.7 %,"19,940",3.1%
1998,Simla,1,GEN,Himachal Pradesh,Karishan Datt Sultanpuri,Indian National Congress,"9,09,670","6,34,282",69.7 %,"42,025",6.6%
1998,Singhbhum,51,ST,Bihar [1947 - 1999],Vijay Singh Soy,Indian National Congress,"8,46,008","5,25,424",62.1 %,"10,830",2.1%
1998,Sirsa,10,GEN,Haryana,Dr.Sushil Kumar Indora,Haryana Lok Dal (RASTRIYA),"10,73,350","7,42,037",69.1 %,"93,930",12.7%
1998,Sitamarhi,11,GEN,Bihar [1947 - 1999],Sita Ram Yadav,Rashtriya Janata Dal,"11,24,360","7,74,022",68.8 %,"23,509",3.0%
1998,Sitapur,17,GEN,Uttar Pradesh [1947 - 1999],Janardan Prasad Misra,Bharatiya Janta Party,"11,01,392","6,56,625",59.6 %,"27,920",4.3%
1998,Sivaganga,33,GEN,Tamil Nadu,"Chidambaram, P.",Tamil Maanila Congress (MOOPANAR),"10,76,206","6,18,259",57.5 %,"59,141",9.6%
1998,Sivakasi,35,GEN,Tamil Nadu,Vaiko,Marumalarchi Dravida Munnetra Kazhagam,"12,03,627","7,81,757",65.0 %,"1,34,923",17.3%
1998,Siwan,5,GEN,Bihar [1947 - 1999],M.Sahabuddin,Rashtriya Janata Dal,"9,87,686","6,75,420",68.4 %,"1,20,484",17.8%
1998,Sonepat,4,GEN,Haryana,Kishan Singh,Haryana Lok Dal (RASTRIYA),"10,59,823","6,99,624",66.0 %,"1,37,324",19.6%
1998,South Delhi,2,GEN,Delhi [1977 Onwards],Sushma Swaraj,Bharatiya Janta Party,"11,56,075","5,69,597",49.3 %,"1,16,713",20.5%
1998,Srikakulam,1,GEN,Andhra Pradesh,Kinjarapu Yerrannaidu,Telugu Desam,"9,79,623","6,73,199",68.7 %,"86,365",12.8%
1998,Srinagar,2,GEN,Jammu & Kashmir,Omar Abdullah,Jammu & Kashmir National Conference,"8,53,183","2,56,490",30.1 %,"70,839",27.6%
1998,Sriperumbudur,4,GEN,Tamil Nadu,"Venugopal, K.",All India Anna Dravida Munnetra Kazhagam,"12,66,643","7,24,858",57.2 %,"23,795",3.3%
1998,Sultanpur,26,GEN,Uttar Pradesh [1947 - 1999],Debendra Bahadur Rai,Bharatiya Janta Party,"12,23,178","6,77,235",55.4 %,"64,448",9.5%
1998,Sundargarh,20,GEN,Orissa,Jual Oram,Bharatiya Janta Party,"11,58,871","6,80,038",58.7 %,"1,26,028",18.5%
1998,Surat,24,GEN,Gujarat,Kashiram Rana,Bharatiya Janta Party,"18,98,601","8,95,005",47.1 %,"3,04,022",34.0%
1998,Surendranagar,2,GEN,Gujarat,Dave Bhavnaben Kardamkumar,Bharatiya Janta Party,"9,51,167","5,89,054",61.9 %,"9,661",1.6%
1998,Surguja,12,ST,Madhya Pradesh [1947 - 1999],Larang Sai,Bharatiya Janta Party,"10,52,905","6,86,192",65.2 %,"20,620",3.0%
1998,Tamluk,30,GEN,West Bengal,Lakshman Chandra Seth,Communist Party Of India (MARXIST),"10,88,343","9,42,965",86.6 %,"87,952",9.3%
1998,Tarn Taran,3,GEN,Punjab,Prem Singh Lalpura,Shiromani Akali Dal,"10,71,034","6,00,051",56.0 %,"1,41,918",23.7%
1998,Tehri Garhwal,1,GEN,Uttar Pradesh [1947 - 1999],Manabendra Shah,Bharatiya Janta Party,"11,44,780","5,13,191",44.8 %,"1,82,092",35.5%
1998,Tenali,14,GEN,Andhra Pradesh,P.Shiv Shanker,Indian National Congress,"9,60,503","6,32,751",65.9 %,"14,536",2.3%
1998,Tenkasi,37,SC,Tamil Nadu,"Murugesan,s.",All India Anna Dravida Munnetra Kazhagam,"10,14,494","6,62,321",65.3 %,"97,267",14.7%
1998,Tezpur,9,GEN,Assam,Moni Kumar Subba,Indian National Congress,"9,70,933","6,74,288",69.5 %,"1,30,349",19.3%
1998,Thane,10,GEN,Maharashtra,Paranjpe Prakash Vishwanath,Shiv Sena,"28,70,177","9,45,846",33.0 %,"2,49,579",26.4%
1998,Thanjavur,31,GEN,Tamil Nadu,"Palanimanickam, S.S.",Dravida Munetra Kazhagam,"10,13,609","6,45,815",63.7 %,"48,204",7.5%
1998,Tindivanam,10,GEN,Tamil Nadu,Ramachandran N. Gingee,Marumalarchi Dravida Munnetra Kazhagam,"10,65,026","6,75,110",63.4 %,"31,453",4.7%
1998,Tiruchendur,38,GEN,Tamil Nadu,Ramaraajan,All India Anna Dravida Munnetra Kazhagam,"10,14,366","5,47,234",54.0 %,"46,855",8.6%
1998,Tiruchengode,17,GEN,Tamil Nadu,Palaniswamy K.,All India Anna Dravida Munnetra Kazhagam,"14,60,292","7,81,858",53.5 %,"1,04,809",13.4%
1998,Tiruchirappalli,27,SC,Tamil Nadu,Rangarajan Kumaramangalam,Bharatiya Janta Party,"11,78,258","6,47,694",55.0 %,"11,455",1.8%
1998,Tirunelveli,36,GEN,Tamil Nadu,"Janarthanan, R.",All India Anna Dravida Munnetra Kazhagam,"10,75,467","6,09,616",56.7 %,"6,904",1.1%
1998,Tirupathi,20,SC,Andhra Pradesh,Chintha Mohan,Indian National Congress,"11,87,901","7,59,887",64.0 %,"9,346",1.2%
1998,Tiruppattur,8,GEN,Tamil Nadu,Venugopal. D,Dravida Munetra Kazhagam,"10,93,701","6,99,895",64.0 %,274,0.0%
1998,Tonk,13,GEN,Rajasthan,Dowarka Parshad Bairwa,Indian National Congress,"11,09,239","6,04,325",54.5 %,"57,469",9.5%
1998,Trichur,9,SC,Kerala,V.V. Raghavan,Communist Party Of India,"10,24,211","7,29,425",71.2 %,"18,409",2.5%
1998,Tripura East,2,ST,Tripura,Baju Ban Riyan,Communist Party Of India (MARXIST),"8,22,682","6,51,186",79.2 %,"72,686",11.2%
1998,Tripura West,1,GEN,Tripura,Samar Choudhury,Communist Party Of India (MARXIST),"9,04,781","7,45,574",82.4 %,"18,876",2.5%
1998,Trivandrum,20,GEN,Kerala,K. Karunakaran,Indian National Congress,"11,66,449","7,66,800",65.7 %,"15,398",2.0%
1998,Tumkur,8,GEN,Karnataka,S.Mallikarjunaiah,Bharatiya Janta Party,"10,80,851","7,28,992",67.5 %,"71,187",9.8%
1998,Tura,2,ST,Meghalaya,Purno Agitok Sangma,Indian National Congress,"4,44,099","3,35,094",75.5 %,"1,77,659",53.0%
1998,Udaipur,18,GEN,Rajasthan,Shanti Lal Chaplot,Bharatiya Janta Party,"12,08,894","7,46,888",61.8 %,"11,447",1.5%
1998,Udhampur,5,GEN,Jammu & Kashmir,Prof. Chaman Lal Gupta,Bharatiya Janta Party,"10,16,243","5,22,899",51.5 %,"81,364",15.6%
1998,Udupi,18,SC,Karnataka,I.M.Jayarama Shetty,Bharatiya Janta Party,"10,07,362","6,78,749",67.4 %,"56,568",8.3%
1998,Ujjain,38,SC,Madhya Pradesh [1947 - 1999],Dr. Satyanarayan Jatiya,Bharatiya Janta Party,"10,31,238","6,32,954",61.4 %,"93,887",14.8%
1998,Uluberia,25,GEN,West Bengal,Hannan Mollah,Communist Party Of India (MARXIST),"10,83,621","8,62,695",79.6 %,"1,13,530",13.2%
1998,Unnao,22,GEN,Uttar Pradesh [1947 - 1999],Devi Bux,Bharatiya Janta Party,"11,87,334","6,37,581",53.7 %,"8,129",1.3%
1998,Vaishali,9,GEN,Bihar [1947 - 1999],Raghuvansh Prasad Singh,Rashtriya Janata Dal,"10,49,832","7,42,358",70.7 %,"41,494",5.6%
1998,Vandavasi,9,GEN,Tamil Nadu,Durai M.,Pattali Makkal Katchi,"10,75,770","6,67,287",62.0 %,"65,075",9.8%
1998,Varanasi,52,GEN,Uttar Pradesh [1947 - 1999],Shankar Prasad Jaiswal,Bharatiya Janta Party,"13,88,212","6,54,935",47.2 %,"1,51,946",23.2%
1998,Vellore,7,GEN,Tamil Nadu,Shanmugam N.T.,Pattali Makkal Katchi,"11,01,216","6,93,560",63.0 %,"26,405",3.8%
1998,Vidisha,31,GEN,Madhya Pradesh [1947 - 1999],Shivraj Singh Chauhan,Bharatiya Janta Party,"10,99,357","6,67,456",60.7 %,"1,37,858",20.7%
1998,Vijayawada,13,GEN,Andhra Pradesh,Upendra Parvathaneni,Indian National Congress,"13,45,242","9,10,621",67.7 %,"30,067",3.3%
1998,Visakhapatnam,4,GEN,Andhra Pradesh,Subbarami Reddy.T,Indian National Congress,"13,91,596","9,04,549",65.0 %,"61,517",6.8%
1998,Vishnupur,36,GEN,West Bengal,Sandhya Bauri,Communist Party Of India (MARXIST),"10,64,074","8,62,530",81.1 %,"1,73,241",20.1%
1998,Warangal,39,GEN,Andhra Pradesh,Azmeera Chandulal,Telugu Desam,"11,26,733","7,93,614",70.4 %,"24,801",3.1%
1998,Wardha,27,GEN,Maharashtra,Datta Meghe,Indian National Congress,"10,62,924","6,90,358",65.0 %,"83,083",12.0%
1998,Washim,20,ST,Maharashtra,Naik Sudhakarrao Rajusing,Indian National Congress,"10,08,076","6,41,162",63.6 %,"1,08,590",16.9%
1998,Yavatmal,28,GEN,Maharashtra,Uttamrao Deorao Patil,Indian National Congress,"10,32,285","6,22,446",60.3 %,"54,673",8.8%
1999,Adilabad,35,GEN,Andhra Pradesh,Dr. S. Venugopal Chary,Telugu Desam,"10,94,868","7,70,154",70.3 %,"1,09,723",14.2%
1999,Adoor,17,GEN,Kerala,Kodikunnil Suresh,Indian National Congress,"10,07,138","7,03,008",69.8 %,"22,006",3.1%
1999,Agra,73,GEN,Uttar Pradesh [1947 - 1999],Raj Babbar,Samajwadi Party,"12,50,278","6,42,572",51.4 %,"1,12,982",17.6%
1999,Ahmedabad,10,GEN,Gujarat,Harin Pathak,Bharatiya Janta Party,"13,20,165","5,27,744",40.0 %,"52,968",10.0%
1999,Ahmednagar,39,GEN,Maharashtra,Dilipkumar Mansukhlal Gandhi,Bharatiya Janta Party,"11,47,112","7,75,866",67.6 %,"28,457",3.7%
1999,Ajmer,12,GEN,Rajasthan,Rasa Singh Rawat,Bharatiya Janta Party,"11,06,811","5,94,384",53.7 %,"87,674",14.8%
1999,Akbarpur,27,SC,Uttar Pradesh [1947 - 1999],Mayawati,Bahujan Samaj Party,"12,30,232","7,49,450",60.9 %,"53,386",7.1%
1999,Akola,19,GEN,Maharashtra,Ambedkar Prakash Yashwant,Bharipa Bahujan Mahasangh,"11,45,140","6,98,216",61.0 %,"8,716",1.2%
1999,Aligarh,76,GEN,Uttar Pradesh [1947 - 1999],Sheela Gautam,Bharatiya Janta Party,"12,53,174","5,64,618",45.1 %,"80,817",14.3%
1999,Alipurduars,2,ST,West Bengal,Joachim Baxla,Revolutionary Socialist Party,"10,39,377","7,77,585",74.8 %,"1,53,133",19.7%
1999,Allahabad,56,GEN,Uttar Pradesh [1947 - 1999],Dr. Murli Manohar Joshi,Bharatiya Janta Party,"14,10,588","6,48,551",46.0 %,"70,331",10.8%
1999,Alleppey,15,GEN,Kerala,V.M. Sudheeran,Indian National Congress,"10,33,539","7,93,041",76.7 %,"35,094",4.4%
1999,Almora,3,GEN,Uttar Pradesh [1947 - 1999],Bachi Singh Rawat,Bharatiya Janta Party,"9,65,628","4,03,872",41.8 %,"11,459",2.8%
1999,Alwar,8,GEN,Rajasthan,Dr. Jaswant Singh Yadav,Bharatiya Janta Party,"11,56,697","6,19,741",53.6 %,"57,928",9.3%
1999,Amalapuram,9,SC,Andhra Pradesh,Ganti Mohanachandra Balayogi,Telugu Desam,"9,08,257","6,85,230",75.4 %,"1,18,879",17.3%
